ACCEPT IT	EXCEPT AT
RARELY FUN	FAIRLY RUN
RARELY PHASE	FAIRLY RAISE
RAT BACK	BAT RACK
RAT BANK	BAT RANK
RAT BANKING	BAT RANKING
RAT BARE	BAT RARE
RAT BARELY	BAT RARELY
RAT BASE	BAT RACE
RAT BAY	BAT RAY
RAT BEACH	BAT REACH
RAT BEAR	BAT RARE
RAT BED	BAT READ
RAT BELIEF	BAT RELIEF
RAT BELIEVE	BAT RELIEVE
RAT BEST	BAT REST
RAT BID	BAT RID
RAT BITCH	BAT RICH
RAT BITE	BAT RIGHT
RAT BOOM	BAT ROOM
RAT BOOT	BAT ROOT
RAT BOWL	BAT ROLE
RAT CAGE	CAT RAGE
RAT CAP	CAT WRAP
RAT CARE	CAT RARE
RAT CASE	CAT RACE
RAT CHAIN	CHAT RAIN
RAT CHAIR	CHAT RARE
RAT CHANGE	CHAT RANGE
RAT CHASE	CHAT RACE
RAT CHEST	CHAT REST
RAT CHIP	CHAT RIP
RAT COAL	CAT ROLE
RAT CODE	CAT ROAD
RAT COOKIE	CAT ROOKIE
RAT COOL	CAT RULE
RAT COPE	CAT ROPE
RAT FACE	FAT RACE
RAT FAIL	FAT RAIL
RAT FAIR	FAT RARE
RAT FAIRLY	FAT RARELY
RAT FATE	FAT RATE
RAT FEEL	FAT REAL
RAT FIGHT	FAT RIGHT
RAT FIGHTER	FAT WRITER
RAT FIGHTING	FAT WRITING
RAT FIST	FAT WRIST
RAT FOOD	FAT RUDE
RAT FOOL	FAT RULE
RAT FOUND	FAT ROUND
RAT FUN	FAT RUN
RAT HA	HAT RAW
RAT HAIR	HAT RARE
RAT HATE	HAT RATE
RAT HEAD	HAT READ
RAT HEAL	HAT REAL
RAT HEEL	HAT REAL
RAT HEIGHT	HAT RIGHT
RAT HEY	HAT RAY
RAT HIDE	HAT RIDE
RAT HIP	HAT RIP
RAT HOLE	HAT ROLE
RAT HOPE	HAT ROPE
RAT KID	CAT RID
RAT KING	CAT RING
RAT PHASE	FAT RAISE
RAT THEIR	THAT RARE
RAT THERE	THAT RARE
RAT THEY	THAT RAY
RAT THOSE	THAT ROSE
RAT THOUGH	THAT ROW
RAT WHOLE	HAT ROLE
RAT WHOM	HAT ROOM
RATE DARE	DATE RARE
RATE DAY	DATE RAY
RATE DEAD	DATE READ
RATE DEAL	DATE REAL
RATE DECENT	DATE RECENT
RATE DESERVE	DATE RESERVE
RATE DESIGN	DATE RESIGN
RATE DIET	DATE RIOT
RATE DISK	DATE RISK
RATE DOC	DATE ROCK
RATE DOUGH	DATE ROW
RATE DUDE	DATE RUDE
RATE FACE	FATE RACE
RATE FAIL	FATE RAIL
RATE FAIR	FATE RARE
RATE FAIRLY	FATE RARELY
RATE FAT	FATE RAT
RATE FEEL	FATE REAL
RATE FIGHT	FATE RIGHT
RATE FIGHTER	FATE WRITER
RATE FIGHTING	FATE WRITING
RATE FIST	FATE WRIST
RATE FOOD	FATE RUDE
RATE FOOL	FATE RULE
RATE FOUND	FATE ROUND
RATE FUN	FATE RUN
RATE GAIN	GATE RAIN
RATE GAP	GATE WRAP
RATE GATHER	GATE RATHER
RATE GAY	GATE RAY
RATE GAZE	GATE RAISE
RATE GO	GATE ROW
RATE GOAL	GATE ROLE
RATE GOD	GATE ROD
RATE GUEST	GATE REST
RATE GUIDE	GATE RIDE
RATE GUN	GATE RUN
RATE HA	HATE RAW
RATE HAIR	HATE RARE
RATE HAT	HATE RAT
RATE HEAD	HATE READ
RATE HEAL	HATE REAL
RATE HEEL	HATE REAL
RATE HEIGHT	HATE RIGHT
RATE HEY	HATE RAY
RATE HIDE	HATE RIDE
RATE HIP	HATE RIP
RATE HOLE	HATE ROLE
RATE HOPE	HATE ROPE
RATE LACK	LATE RACK
RATE LANE	LATE RAIN
RATE LAP	LATE WRAP
RATE LAW	LATE RAW
RATE LAY	LATE RAY
RATE LEAD	LATE READ
RATE LEADER	LATE READER
RATE LIGHT	LATE RIGHT
RATE LIP	LATE RIP
RATE LIST	LATE WRIST
RATE LIVER	LATE RIVER
RATE LOAD	LATE ROAD
RATE LOCK	LATE ROCK
RATE LONG	LATE WRONG
RATE LOW	LATE ROW
RATE LOYAL	LATE ROYAL
RATE MAIL	MATE RAIL
RATE MAIN	MATE RAIN
RATE MALE	MATE RAIL
RATE MAP	MATE WRAP
RATE MAY	MATE RAY
RATE MEAL	MATE REAL
RATE MIGHT	MATE RIGHT
RATE MODE	MATE ROAD
RATE MOOD	MATE RUDE
RATE ONE	WAIT RUN
RATE PHASE	FATE RAISE
RATE WAGE	WAIT RAGE
RATE WALK	WAIT ROCK
RATE WAY	WAIT RAY
RATE WEAR	WAIT RARE
RATE WEDDING	WAIT READING
RATE WEIGH	WAIT RAY
RATE WEST	WAIT REST
RATE WHALE	WAIT RAIL
RATE WHEEL	WAIT REAL
RATE WHERE	WAIT RARE
RATE WHICH	WAIT RICH
RATE WHIP	WAIT RIP
RATE WHITE	WAIT RIGHT
RATE WHOA	WAIT ROW
RATE WHOLE	HATE ROLE
RATE WHOM	HATE ROOM
RATE WIDE	WAIT RIDE
RATE WING	WAIT RING
RATE WISE	WAIT RISE
RATE WITCH	WAIT RICH
RATE WOUND	WAIT ROUND
RATHER GAIN	GATHER RAIN
RATHER GAP	GATHER WRAP
RATHER GATE	GATHER RATE
RATHER GAY	GATHER RAY
RATHER GAZE	GATHER RAISE
RATHER GO	GATHER ROW
RATHER GOAL	GATHER ROLE
RATHER GOD	GATHER ROD
RATHER GUEST	GATHER REST
RATHER GUIDE	GATHER RIDE
RATHER GUN	GATHER RUN
RATIONAL KNOCK	NATIONAL ROCK
RATIONAL KNOW	NATIONAL ROW
RATIONAL NAIL	NATIONAL RAIL
RATIONAL NEST	NATIONAL REST
RATIONAL NICE	NATIONAL RICE
RATIONAL NIGHT	NATIONAL RIGHT
RATIONAL NO	NATIONAL ROW
RATIONAL NOD	NATIONAL ROD
RATIONAL NONE	NATIONAL RUN
RATIONAL NOSE	NATIONAL ROSE
RAW HAIR	HA RARE
RAW HAT	HA RAT
RAW HATE	HA RATE
RAW HEAD	HA READ
RAW HEAL	HA REAL
RAW HEEL	HA REAL
RAW HEIGHT	HA RIGHT
RAW HEY	HA RAY
RAW HIDE	HA RIDE
RAW HIP	HA RIP
RAW HOLE	HA ROLE
RAW HOPE	HA ROPE
RAW LACK	LAW RACK
RAW LANE	LAW RAIN
RAW LAP	LAW WRAP
RAW LATE	LAW RATE
RAW LAY	LAW RAY
RAW LEAD	LAW READ
RAW LEADER	LAW READER
RAW LIGHT	LAW RIGHT
RAW LIP	LAW RIP
RAW LIST	LAW WRIST
RAW LIVER	LAW RIVER
RAW LOAD	LAW ROAD
RAW LOCK	LAW ROCK
RAW LONG	LAW WRONG
RAW LOW	LAW ROW
RAW LOYAL	LAW ROYAL
RAW WHOLE	HA ROLE
RAW WHOM	HA ROOM
RAY ARISE	ARRAY RISE
RAY AROUND	ARRAY ROUND
RAY ARRANGE	ARRAY RANGE
RAY ARREST	ARRAY REST
RAY ARRIVAL	ARRAY RIVAL
RAY BACK	BAY RACK
RAY BANK	BAY RANK
RAY BANKING	BAY RANKING
RAY BARE	BAY RARE
RAY BARELY	BAY RARELY
RAY BASE	BAY RACE
RAY BAT	BAY RAT
RAY BEACH	BAY REACH
RAY BEAR	BAY RARE
RAY BED	BAY READ
RAY BELIEF	BAY RELIEF
RAY BELIEVE	BAY RELIEVE
RAY BEST	BAY REST
RAY BID	BAY RID
RAY BITCH	BAY RICH
RAY BITE	BAY RIGHT
RAY BOOM	BAY ROOM
RAY BOOT	BAY ROOT
RAY BOWL	BAY ROLE
RAY CENT	SAY RENT
RAY CITE	SAY RIGHT
RAY DARE	DAY RARE
RAY DATE	DAY RATE
RAY DEAD	DAY READ
RAY DEAL	DAY REAL
RAY DECENT	DAY RECENT
RAY DESERVE	DAY RESERVE
RAY DESIGN	DAY RESIGN
RAY DIET	DAY RIOT
RAY DISK	DAY RISK
RAY DOC	DAY ROCK
RAY DOUGH	DAY ROW
RAY DUDE	DAY RUDE
RAY GAIN	GAY RAIN
RAY GAP	GAY WRAP
RAY GATE	GAY RATE
RAY GATHER	GAY RATHER
RAY GAZE	GAY RAISE
RAY GO	GAY ROW
RAY GOAL	GAY ROLE
RAY GOD	GAY ROD
RAY GUEST	GAY REST
RAY GUIDE	GAY RIDE
RAY GUN	GAY RUN
RAY HA	HEY RAW
RAY HAIR	HEY RARE
RAY HAT	HEY RAT
RAY HATE	HEY RATE
RAY HEAD	HEY READ
RAY HEAL	HEY REAL
RAY HEEL	HEY REAL
RAY HEIGHT	HEY RIGHT
RAY HIDE	HEY RIDE
RAY HIP	HEY RIP
RAY HOLE	HEY ROLE
RAY HOPE	HEY ROPE
RAY LACK	LAY RACK
RAY LANE	LAY RAIN
RAY LAP	LAY WRAP
RAY LATE	LAY RATE
RAY LAW	LAY RAW
RAY LEAD	LAY READ
RAY LEADER	LAY READER
RAY LIGHT	LAY RIGHT
RAY LIP	LAY RIP
RAY LIST	LAY WRIST
RAY LIVER	LAY RIVER
RAY LOAD	LAY ROAD
RAY LOCK	LAY ROCK
RAY LONG	LAY WRONG
RAY LOW	LAY ROW
RAY LOYAL	LAY ROYAL
RAY MAIL	MAY RAIL
RAY MAIN	MAY RAIN
RAY MALE	MAY RAIL
RAY MAP	MAY WRAP
RAY MATE	MAY RATE
RAY MEAL	MAY REAL
RAY MIGHT	MAY RIGHT
RAY MODE	MAY ROAD
RAY MOOD	MAY RUDE
RAY ONE	WAY RUN
RAY PACE	PAY RACE
RAY PACK	PAY RACK
RAY PAGE	PAY RAGE
RAY PAIN	PAY RAIN
RAY PAIR	PAY RARE
RAY PALE	PAY RAIL
RAY PEEL	PAY REAL
RAY PITCH	PAY RICH
RAY POCKET	PAY ROCKET
RAY POLE	PAY ROLE
RAY POLL	PAY ROLE
RAY POOL	PAY RULE
RAY POPE	PAY ROPE
RAY POSE	PAY ROSE
RAY POUND	PAY ROUND
RAY SACK	SAY RACK
RAY SAIL	SAY RAIL
RAY SALE	SAY RAIL
RAY SEAL	SAY REAL
RAY SEASON	SAY REASON
RAY SIDE	SAY RIDE
RAY SIGHT	SAY RIGHT
RAY SILLY	SAY REALLY
RAY SING	SAY RING
RAY SITE	SAY RIGHT
RAY SIZE	SAY RISE
RAY SO	SAY ROW
RAY SOAP	SAY ROPE
RAY SOCK	SAY ROCK
RAY SOLE	SAY ROLE
RAY SON	SAY RUN
RAY SONG	SAY WRONG
RAY SOUL	SAY ROLE
RAY SOUND	SAY ROUND
RAY SUFFER	SAY REFER
RAY SUIT	SAY ROOT
RAY SUN	SAY RUN
RAY SUPPLY	SAY REPLY
RAY SUPPORTER	SAY REPORTER
RAY SUSPECT	SAY RESPECT
RAY THAT	THEY RAT
RAY THEIR	THEY RARE
RAY THERE	THEY RARE
RAY THOSE	THEY ROSE
RAY THOUGH	THEY ROW
RAY WAGE	WAY RAGE
RAY WAIT	WAY RATE
RAY WALK	WAY ROCK
RAY WEAR	WAY RARE
RAY WEDDING	WAY READING
RAY WEIGHT	WAY RATE
RAY WEST	WAY REST
RAY WHALE	WAY RAIL
RAY WHEEL	WAY REAL
RAY WHERE	WAY RARE
RAY WHICH	WAY RICH
RAY WHIP	WAY RIP
RAY WHITE	WAY RIGHT
RAY WHOA	WAY ROW
RAY WHOLE	HEY ROLE
RAY WHOM	HEY ROOM
RAY WIDE	WAY RIDE
RAY WING	WAY RING
RAY WISE	WAY RISE
RAY WITCH	WAY RICH
RAY WOUND	WAY ROUND
RE ARISE	ARRAY RISE
RE AROUND	ARRAY ROUND
RE ARRANGE	ARRAY RANGE
RE ARREST	ARRAY REST
RE ARRIVAL	ARRAY RIVAL
RE BACK	BAY RACK
RE BANK	BAY RANK
RE BANKING	BAY RANKING
RE BARE	BAY RARE
RE BARELY	BAY RARELY
RE BASE	BAY RACE
RE BAT	BAY RAT
RE BEACH	BAY REACH
RE BEAR	BAY RARE
RE BED	BAY READ
RE BELIEF	BAY RELIEF
RE BELIEVE	BAY RELIEVE
RE BEST	BAY REST
RE BID	BAY RID
RE BITCH	BAY RICH
RE BITE	BAY RIGHT
RE BOOM	BAY ROOM
RE BOOT	BAY ROOT
RE BOWL	BAY ROLE
RE CENT	SAY RENT
RE CITE	SAY RIGHT
RE DARE	DAY RARE
RE DATE	DAY RATE
RE DEAD	DAY READ
RE DEAL	DAY REAL
RE DECENT	DAY RECENT
RE DESERVE	DAY RESERVE
RE DESIGN	DAY RESIGN
RE DIET	DAY RIOT
RE DISK	DAY RISK
RE DOC	DAY ROCK
RE DOUGH	DAY ROW
RE DUDE	DAY RUDE
RE GAIN	GAY RAIN
RE GAP	GAY WRAP
RE GATE	GAY RATE
RE GATHER	GAY RATHER
RE GAZE	GAY RAISE
RE GO	GAY ROW
RE GOAL	GAY ROLE
RE GOD	GAY ROD
RE GUEST	GAY REST
RE GUIDE	GAY RIDE
RE GUN	GAY RUN
RE HA	HEY RAW
RE HAIR	HEY RARE
RE HAT	HEY RAT
RE HATE	HEY RATE
RE HEAD	HEY READ
RE HEAL	HEY REAL
RE HEEL	HEY REAL
RE HEIGHT	HEY RIGHT
RE HIDE	HEY RIDE
RE HIP	HEY RIP
RE HOLE	HEY ROLE
RE HOPE	HEY ROPE
RE LACK	LAY RACK
RE LANE	LAY RAIN
RE LAP	LAY WRAP
RE LATE	LAY RATE
RE LAW	LAY RAW
RE LEAD	LAY READ
RE LEADER	LAY READER
RE LIGHT	LAY RIGHT
RE LIP	LAY RIP
RE LIST	LAY WRIST
RE LIVER	LAY RIVER
RE LOAD	LAY ROAD
RE LOCK	LAY ROCK
RE LONG	LAY WRONG
RE LOW	LAY ROW
RE LOYAL	LAY ROYAL
RE MAIL	MAY RAIL
RE MAIN	MAY RAIN
RE MALE	MAY RAIL
RE MAP	MAY WRAP
RE MATE	MAY RATE
RE MEAL	MAY REAL
RE MIGHT	MAY RIGHT
RE MODE	MAY ROAD
RE MOOD	MAY RUDE
RE ONE	WAY RUN
RE PACE	PAY RACE
RE PACK	PAY RACK
RE PAGE	PAY RAGE
RE PAIN	PAY RAIN
RE PAIR	PAY RARE
RE PALE	PAY RAIL
RE PEEL	PAY REAL
RE PITCH	PAY RICH
RE POCKET	PAY ROCKET
RE POLE	PAY ROLE
RE POLL	PAY ROLE
RE POOL	PAY RULE
RE POPE	PAY ROPE
RE POSE	PAY ROSE
RE POUND	PAY ROUND
RE SACK	SAY RACK
RE SAIL	SAY RAIL
RE SALE	SAY RAIL
RE SEAL	SAY REAL
RE SEASON	SAY REASON
RE SIDE	SAY RIDE
RE SIGHT	SAY RIGHT
RE SILLY	SAY REALLY
RE SING	SAY RING
RE SITE	SAY RIGHT
RE SIZE	SAY RISE
RE SO	SAY ROW
RE SOAP	SAY ROPE
RE SOCK	SAY ROCK
RE SOLE	SAY ROLE
RE SON	SAY RUN
RE SONG	SAY WRONG
RE SOUL	SAY ROLE
RE SOUND	SAY ROUND
RE SUFFER	SAY REFER
RE SUIT	SAY ROOT
RE SUN	SAY RUN
RE SUPPLY	SAY REPLY
RE SUPPORTER	SAY REPORTER
RE SUSPECT	SAY RESPECT
RE THAT	THEY RAT
RE THEIR	THEY RARE
RE THERE	THEY RARE
RE THOSE	THEY ROSE
RE THOUGH	THEY ROW
RE WAGE	WAY RAGE
RE WAIT	WAY RATE
RE WALK	WAY ROCK
RE WEAR	WAY RARE
RE WEDDING	WAY READING
RE WEIGH	WAY RAY
RE WEIGHT	WAY RATE
RE WEST	WAY REST
RE WHALE	WAY RAIL
RE WHEEL	WAY REAL
RE WHERE	WAY RARE
RE WHICH	WAY RICH
RE WHIP	WAY RIP
RE WHITE	WAY RIGHT
RE WHOA	WAY ROW
RE WHOLE	HEY ROLE
RE WHOM	HEY ROOM
RE WIDE	WAY RIDE
RE WING	WAY RING
RE WISE	WAY RISE
RE WITCH	WAY RICH
RE WOUND	WAY ROUND
REACH BACK	BEACH RACK
REACH BANK	BEACH RANK
REACH BANKING	BEACH RANKING
REACH BARE	BEACH RARE
REACH BARELY	BEACH RARELY
REACH BASE	BEACH RACE
REACH BAT	BEACH RAT
REACH BAY	BEACH RAY
REACH BEAR	BEACH RARE
REACH BED	BEACH READ
REACH BELIEF	BEACH RELIEF
REACH BELIEVE	BEACH RELIEVE
REACH BEST	BEACH REST
REACH BID	BEACH RID
REACH BITCH	BEACH RICH
REACH BITE	BEACH RIGHT
REACH BOOM	BEACH ROOM
REACH BOOT	BEACH ROOT
REACH BOWL	BEACH ROLE
REACH TAIL	TEACH RAIL
REACH TALE	TEACH RAIL
REACH TANK	TEACH RANK
REACH TAP	TEACH WRAP
REACH TAPE	TEACH RAPE
REACH TEAR	TEACH RARE
REACH TENDER	TEACH RENDER
REACH TENT	TEACH RENT
REACH TEST	TEACH REST
REACH TIDE	TEACH RIDE
REACH TIGHT	TEACH RIGHT
REACH TIP	TEACH RIP
REACH TOE	TEACH ROW
REACH TOLL	TEACH ROLE
REACH TOOL	TEACH RULE
REACH TOUGH	TEACH ROUGH
REACH TOWARD	TEACH REWARD
REACH TUMOR	TEACH RUMOR
READ BACK	BED RACK
READ BANK	BED RANK
READ BANKING	BED RANKING
READ BARE	BED RARE
READ BARELY	BED RARELY
READ BASE	BED RACE
READ BAT	BED RAT
READ BAY	BED RAY
READ BEACH	BED REACH
READ BEAR	BED RARE
READ BELIEF	BED RELIEF
READ BELIEVE	BED RELIEVE
READ BEST	BED REST
READ BID	BED RID
READ BITCH	BED RICH
READ BITE	BED RIGHT
READ BOOM	BED ROOM
READ BOOT	BED ROOT
READ BOWL	BED ROLE
READ DARE	DEAD RARE
READ DATE	DEAD RATE
READ DAY	DEAD RAY
READ DEAL	DEAD REAL
READ DECENT	DEAD RECENT
READ DESERVE	DEAD RESERVE
READ DESIGN	DEAD RESIGN
READ DIET	DEAD RIOT
READ DISK	DEAD RISK
READ DOC	DEAD ROCK
READ DOUGH	DEAD ROW
READ DUDE	DEAD RUDE
READ HA	HEAD RAW
READ HAIR	HEAD RARE
READ HAT	HEAD RAT
READ HATE	HEAD RATE
READ HEAL	HEAD REAL
READ HEEL	HEAD REAL
READ HEIGHT	HEAD RIGHT
READ HEY	HEAD RAY
READ HIDE	HEAD RIDE
READ HIP	HEAD RIP
READ HOLE	HEAD ROLE
READ HOPE	HEAD ROPE
READ LACK	LEAD RACK
READ LANE	LEAD RAIN
READ LAP	LEAD WRAP
READ LATE	LEAD RATE
READ LAW	LEAD RAW
READ LAY	LEAD RAY
READ LEADER	LEAD READER
READ LIGHT	LEAD RIGHT
READ LIP	LEAD RIP
READ LIST	LEAD WRIST
READ LIVER	LEAD RIVER
READ LOAD	LEAD ROAD
READ LOCK	LEAD ROCK
READ LONG	LEAD WRONG
READ LOW	LEAD ROW
READ LOYAL	LEAD ROYAL
READ WHOLE	HEAD ROLE
READ WHOM	HEAD ROOM
READER LACK	LEADER RACK
READER LANE	LEADER RAIN
READER LAP	LEADER WRAP
READER LATE	LEADER RATE
READER LAW	LEADER RAW
READER LAY	LEADER RAY
READER LEAD	LEADER READ
READER LIGHT	LEADER RIGHT
READER LIP	LEADER RIP
READER LIST	LEADER WRIST
READER LIVER	LEADER RIVER
READER LOAD	LEADER ROAD
READER LOCK	LEADER ROCK
READER LONG	LEADER WRONG
READER LOW	LEADER ROW
READER LOYAL	LEADER ROYAL
READING ONE	WEDDING RUN
READING WAGE	WEDDING RAGE
READING WAIT	WEDDING RATE
READING WALK	WEDDING ROCK
READING WAY	WEDDING RAY
READING WEAR	WEDDING RARE
READING WEIGH	WEDDING RAY
READING WEIGHT	WEDDING RATE
READING WEST	WEDDING REST
READING WHALE	WEDDING RAIL
READING WHEEL	WEDDING REAL
READING WHERE	WEDDING RARE
READING WHICH	WEDDING RICH
READING WHIP	WEDDING RIP
READING WHITE	WEDDING RIGHT
READING WHOA	WEDDING ROW
READING WIDE	WEDDING RIDE
READING WING	WEDDING RING
READING WISE	WEDDING RISE
READING WITCH	WEDDING RICH
READING WOUND	WEDDING ROUND
REAL CENT	SEAL RENT
REAL CITE	SEAL RIGHT
REAL DARE	DEAL RARE
REAL DATE	DEAL RATE
REAL DAY	DEAL RAY
REAL DEAD	DEAL READ
REAL DECENT	DEAL RECENT
REAL DESERVE	DEAL RESERVE
REAL DESIGN	DEAL RESIGN
REAL DIET	DEAL RIOT
REAL DISK	DEAL RISK
REAL DOC	DEAL ROCK
REAL DOUGH	DEAL ROW
REAL DUDE	DEAL RUDE
REAL FACE	FEEL RACE
REAL FAIL	FEEL RAIL
REAL FAIR	FEEL RARE
REAL FAIRLY	FEEL RARELY
REAL FAT	FEEL RAT
REAL FATE	FEEL RATE
REAL FIGHT	FEEL RIGHT
REAL FIGHTER	FEEL WRITER
REAL FIGHTING	FEEL WRITING
REAL FIST	FEEL WRIST
REAL FOOD	FEEL RUDE
REAL FOOL	FEEL RULE
REAL FOUND	FEEL ROUND
REAL FUN	FEEL RUN
REAL HA	HEAL RAW
REAL HAIR	HEAL RARE
REAL HAT	HEAL RAT
REAL HATE	HEAL RATE
REAL HEAD	HEAL READ
REAL HEIGHT	HEAL RIGHT
REAL HEY	HEAL RAY
REAL HIDE	HEAL RIDE
REAL HIP	HEAL RIP
REAL HOLE	HEAL ROLE
REAL HOPE	HEAL ROPE
REAL MAIL	MEAL RAIL
REAL MAIN	MEAL RAIN
REAL MALE	MEAL RAIL
REAL MAP	MEAL WRAP
REAL MATE	MEAL RATE
REAL MAY	MEAL RAY
REAL MIGHT	MEAL RIGHT
REAL MODE	MEAL ROAD
REAL MOOD	MEAL RUDE
REAL ONE	WHEEL RUN
REAL PACE	PEEL RACE
REAL PACK	PEEL RACK
REAL PAGE	PEEL RAGE
REAL PAIN	PEEL RAIN
REAL PAIR	PEEL RARE
REAL PALE	PEEL RAIL
REAL PAY	PEEL RAY
REAL PHASE	FEEL RAISE
REAL PITCH	PEEL RICH
REAL POCKET	PEEL ROCKET
REAL POLE	PEEL ROLE
REAL POLL	PEEL ROLE
REAL POOL	PEEL RULE
REAL POPE	PEEL ROPE
REAL POSE	PEEL ROSE
REAL POUND	PEEL ROUND
REAL SACK	SEAL RACK
REAL SAIL	SEAL RAIL
REAL SALE	SEAL RAIL
REAL SAY	SEAL RAY
REAL SEASON	SEAL REASON
REAL SIDE	SEAL RIDE
REAL SIGHT	SEAL RIGHT
REAL SILLY	SEAL REALLY
REAL SING	SEAL RING
REAL SITE	SEAL RIGHT
REAL SIZE	SEAL RISE
REAL SO	SEAL ROW
REAL SOAP	SEAL ROPE
REAL SOCK	SEAL ROCK
REAL SOLE	SEAL ROLE
REAL SON	SEAL RUN
REAL SONG	SEAL WRONG
REAL SOUL	SEAL ROLE
REAL SOUND	SEAL ROUND
REAL SUFFER	SEAL REFER
REAL SUIT	SEAL ROOT
REAL SUN	SEAL RUN
REAL SUPPLY	SEAL REPLY
REAL SUPPORTER	SEAL REPORTER
REAL SUSPECT	SEAL RESPECT
REAL WAGE	WHEEL RAGE
REAL WAIT	WHEEL RATE
REAL WALK	WHEEL ROCK
REAL WAY	WHEEL RAY
REAL WEAR	WHEEL RARE
REAL WEDDING	WHEEL READING
REAL WEIGH	WHEEL RAY
REAL WEIGHT	WHEEL RATE
REAL WEST	WHEEL REST
REAL WHALE	WHEEL RAIL
REAL WHERE	WHEEL RARE
REAL WHICH	WHEEL RICH
REAL WHIP	WHEEL RIP
REAL WHITE	WHEEL RIGHT
REAL WHOA	WHEEL ROW
REAL WHOLE	HEAL ROLE
REAL WHOM	HEAL ROOM
REAL WIDE	WHEEL RIDE
REAL WING	WHEEL RING
REAL WISE	WHEEL RISE
REAL WITCH	WHEEL RICH
REAL WOUND	WHEEL ROUND
REALLY CENT	SILLY RENT
REALLY CITE	SILLY RIGHT
REALLY SACK	SILLY RACK
REALLY SAIL	SILLY RAIL
REALLY SALE	SILLY RAIL
REALLY SAY	SILLY RAY
REALLY SEAL	SILLY REAL
REALLY SEASON	SILLY REASON
REALLY SIDE	SILLY RIDE
REALLY SIGHT	SILLY RIGHT
REALLY SING	SILLY RING
REALLY SITE	SILLY RIGHT
REALLY SIZE	SILLY RISE
REALLY SO	SILLY ROW
REALLY SOAP	SILLY ROPE
REALLY SOCK	SILLY ROCK
REALLY SOLE	SILLY ROLE
REALLY SON	SILLY RUN
REALLY SONG	SILLY WRONG
REALLY SOUL	SILLY ROLE
REALLY SOUND	SILLY ROUND
REALLY SUFFER	SILLY REFER
REALLY SUIT	SILLY ROOT
REALLY SUN	SILLY RUN
REALLY SUPPLY	SILLY REPLY
REALLY SUPPORTER	SILLY REPORTER
REALLY SUSPECT	SILLY RESPECT
REASON CENT	SEASON RENT
REASON CITE	SEASON RIGHT
REASON SACK	SEASON RACK
REASON SAIL	SEASON RAIL
REASON SALE	SEASON RAIL
REASON SAY	SEASON RAY
REASON SEAL	SEASON REAL
REASON SIDE	SEASON RIDE
REASON SIGHT	SEASON RIGHT
REASON SILLY	SEASON REALLY
REASON SING	SEASON RING
REASON SITE	SEASON RIGHT
REASON SIZE	SEASON RISE
REASON SO	SEASON ROW
REASON SOAP	SEASON ROPE
REASON SOCK	SEASON ROCK
REASON SOLE	SEASON ROLE
REASON SON	SEASON RUN
REASON SONG	SEASON WRONG
REASON SOUL	SEASON ROLE
REASON SOUND	SEASON ROUND
REASON SUFFER	SEASON REFER
REASON SUIT	SEASON ROOT
REASON SUN	SEASON RUN
REASON SUPPLY	SEASON REPLY
REASON SUPPORTER	SEASON REPORTER
REASON SUSPECT	SEASON RESPECT
RECENT DARE	DECENT RARE
RECENT DATE	DECENT RATE
RECENT DAY	DECENT RAY
RECENT DEAD	DECENT READ
RECENT DEAL	DECENT REAL
RECENT DESERVE	DECENT RESERVE
RECENT DESIGN	DECENT RESIGN
RECENT DIET	DECENT RIOT
RECENT DISK	DECENT RISK
RECENT DOC	DECENT ROCK
RECENT DOUGH	DECENT ROW
RECENT DUDE	DECENT RUDE
RED BACK	BED RACK
RED BANK	BED RANK
RED BANKING	BED RANKING
RED BARE	BED RARE
RED BARELY	BED RARELY
RED BASE	BED RACE
RED BAT	BED RAT
RED BAY	BED RAY
RED BEACH	BED REACH
RED BEAR	BED RARE
RED BELIEF	BED RELIEF
RED BELIEVE	BED RELIEVE
RED BEST	BED REST
RED BID	BED RID
RED BITCH	BED RICH
RED BITE	BED RIGHT
RED BOOM	BED ROOM
RED BOOT	BED ROOT
RED BOWL	BED ROLE
RED DARE	DEAD RARE
RED DATE	DEAD RATE
RED DAY	DEAD RAY
RED DEAL	DEAD REAL
RED DECENT	DEAD RECENT
RED DESERVE	DEAD RESERVE
RED DESIGN	DEAD RESIGN
RED DIET	DEAD RIOT
RED DISK	DEAD RISK
RED DOC	DEAD ROCK
RED DOUGH	DEAD ROW
RED DUDE	DEAD RUDE
RED HA	HEAD RAW
RED HAIR	HEAD RARE
RED HAT	HEAD RAT
RED HATE	HEAD RATE
RED HEAL	HEAD REAL
RED HEEL	HEAD REAL
RED HEIGHT	HEAD RIGHT
RED HEY	HEAD RAY
RED HIDE	HEAD RIDE
RED HIP	HEAD RIP
RED HOLE	HEAD ROLE
RED HOPE	HEAD ROPE
RED LACK	LEAD RACK
RED LANE	LEAD RAIN
RED LAP	LEAD WRAP
RED LATE	LEAD RATE
RED LAW	LEAD RAW
RED LAY	LEAD RAY
RED LEADER	LEAD READER
RED LIGHT	LEAD RIGHT
RED LIP	LEAD RIP
RED LIST	LEAD WRIST
RED LIVER	LEAD RIVER
RED LOAD	LEAD ROAD
RED LOCK	LEAD ROCK
RED LONG	LEAD WRONG
RED LOW	LEAD ROW
RED LOYAL	LEAD ROYAL
RED WHOLE	HEAD ROLE
RED WHOM	HEAD ROOM
REFER CENT	SUFFER RENT
